IPERE,Menage,M_AUTO,M_PERS,M_DOMSM,M_revenu,M_dist_train,M_dist_metro,M_dist_centre,M_emploiTC,P_RANG,P_SEXE,P_AGE,P_GRAGE,P_STATUT,P_PERMIS,D_HREDE,D_MOTIF
374995,1237081,3,4,511,5,30.19481838,36.17706527,39.87921372,22070,1,1,46,10,1,1,600,1
375007,1237088,2,2,112,3,12.45010484,2.076747297,12.45010484,75440,2,1,63,13,1,1,630,1
375031,1237106,2,3,137,5,3.3963329119999996,17.198806519999998,27.842427049999998,39210,3,2,17,4,3,2,830,4
375074,1237137,3,7,546,4,16.52382658,35.1055194,36.57906188,7695,5,1,15,4,3,5,1300,4
375091,1237142,2,4,544,5,1.813581064,21.63936126,23.11290375,7845,4,2,14,3,3,5,630,4
375095,1237146,2,4,546,3,16.57979922,35.16149204,36.63503452,10900,1,2,48,10,2,1,815,1
375099,1237146,2,4,546,3,16.57979922,35.16149204,36.63503452,10900,2,1,47,10,1,1,500,1
375111,1237150,2,4,405,3,1.463844227,7.138394341000001,19.67366518,88100,2,2,45,10,1,1,815,1
375186,1237219,3,5,408,2,7.720224301,12.15679308,23.97132574,5000,3,1,10,3,3,5,800,4
375209,1237243,2,2,611,3,26.932985390000002,16.679184,28.26540838,7585,1,2,43,9,1,1,700,1
375238,1237264,2,6,307,8,8.023332243,14.691094940000001,19.46169754,14580,2,2,36,8,1,1,800,1
375244,1237264,2,6,307,8,8.023332243,14.691094940000001,19.46169754,14580,5,2,10,3,3,5,800,4
375236,1237264,2,6,307,8,8.023332243,14.691094940000001,19.46169754,14580,1,1,36,8,1,1,415,1
375264,1237276,2,2,307,3,4.036970968,10.70144698,15.37300447,68715,2,2,58,12,1,1,830,1
375279,1237296,3,5,643,3,3.897935564,21.439295350000002,37.6518804,35710,3,2,15,4,3,5,830,4
375302,1237316,2,5,561,3,30.22565414,48.80734697,50.280889450000004,1545,3,2,14,3,3,5,900,4
375375,1237356,1,4,104,1,2.533011419,1.745461175,6.937500265,527040,4,1,7,2,3,5,745,4
375373,1237356,1,4,104,1,2.533011419,1.745461175,6.937500265,527040,3,1,10,3,3,5,745,4
375369,1237356,1,4,104,1,2.533011419,1.745461175,6.937500265,527040,2,1,36,8,1,1,630,1
375401,1237361,2,5,112,5,10.157322050000001,2.2201633849999998,10.157322050000001,365815,5,2,16,4,3,2,700,4
375492,1237403,1,2,110,3,5.087101467,1.931197778,7.039731846,563960,1,2,38,8,2,1,745,1
375520,1237413,3,6,531,2,11.56822366,18.612046869999997,24.20892405,5610,3,2,18,4,3,1,730,4
375561,1237451,2,3,303,3,4.1568397809999995,4.095570803,9.69244799,99460,2,1,30,7,1,1,600,1
375582,1237479,3,3,124,4,2.736537283,3.084062001,8.477980902999999,358815,3,1,25,6,1,1,830,1
375579,1237479,3,3,124,4,2.736537283,3.084062001,8.477980902999999,358815,2,2,59,12,1,1,730,1
375626,1237522,1,4,127,3,4.60043639,0.6829257447,6.084042912,623190,1,2,43,9,1,1,730,1
375654,1237538,1,4,116,5,12.467115159999999,3.0123435279999997,14.53363779,106005,3,2,16,4,3,2,700,4
375683,1237547,1,5,402,5,1.13577684,12.915915940000001,26.31732367,32760,4,2,14,3,3,5,730,4
375676,1237547,1,5,402,5,1.13577684,12.915915940000001,26.31732367,32760,2,1,45,10,1,1,700,1
375701,1237558,2,2,405,7,0.89346051,7.253703757,20.27934214,38415,2,2,30,7,1,1,735,1
375742,1237591,2,5,546,3,17.72964894,36.31134177,37.784884250000005,10900,2,1,39,8,1,1,640,4
375764,1237602,2,4,303,5,3.7908224340000003,4.219918241999999,9.787310512,99460,3,2,17,4,3,2,1200,4
375791,1237625,1,4,302,7,3.432361901,5.765069182,11.33246145,55545,1,1,36,8,1,1,730,1
375805,1237639,1,5,405,2,2.009376448,9.812501149,22.34777198,29515,5,2,9,2,3,5,800,4
375849,1237662,2,4,531,4,10.35675926,20.06540102,25.66227821,2950,2,2,43,9,1,1,715,1
375875,1237672,5,4,501,3,18.714991129999998,28.042426080000002,33.2731328,1915,4,2,15,4,3,5,700,4
375871,1237672,5,4,501,3,18.714991129999998,28.042426080000002,33.2731328,1915,3,2,19,4,3,1,730,4
375940,1237719,3,3,405,3,3.1370926519999998,9.044543577,21.579814409999997,35980,3,1,30,7,1,1,1645,1
375954,1237721,1,3,103,3,3.1841078859999996,1.127415806,5.327666353,623190,3,1,19,4,3,2,900,4
375990,1237752,2,4,623,5,21.44563406,22.34787503,32.38053071,9085,2,1,32,7,1,1,530,1
375994,1237755,0,1,107,2,2.614596041,0.3633127285,8.679485089,899370,1,2,58,12,1,2,645,1
376140,1237871,4,4,631,4,4.686911903,17.973518820000002,32.78406566,11115,2,1,53,11,1,1,500,1
376151,1237881,1,3,108,3,2.498298217,0.7523805794999999,10.80171758,902855,2,2,9,2,3,5,730,4
376181,1237899,2,5,405,3,2.994340625,8.690002359,21.22527319,35980,4,1,16,4,3,2,730,4
376250,1237946,2,5,130,4,1.710395608,12.56423453,18.09476321,139805,3,2,9,2,3,5,740,4
376246,1237946,2,5,130,4,1.710395608,12.56423453,18.09476321,139805,2,2,49,10,1,1,745,1
376275,1237963,1,4,124,1,2.4953587379999997,4.186687718,9.580606620000001,333740,4,2,12,3,3,5,700,4
376283,1237964,1,4,120,2,1.6637917660000001,1.146823846,7.066273854,533820,4,2,16,4,3,2,730,4
376303,1237969,2,4,132,4,2.322332269,11.96447482,22.60809536,34745,2,2,43,9,1,1,730,1
376341,1237989,0,2,106,3,3.359090981,0.8610468135999999,3.4926389429999998,665985,2,1,12,3,3,5,700,4
376339,1237989,0,2,106,3,3.359090981,0.8610468135999999,3.4926389429999998,665985,1,2,43,9,1,2,815,1
376366,1238019,3,4,544,8,0.4996070012,21.82814019,23.301682669999998,7845,1,1,16,4,3,2,620,4
376415,1238074,0,2,119,4,2.653280686,2.039573663,12.70729911,259340,2,1,14,3,3,5,720,4
376442,1238087,2,3,113,1,17.27265684,5.9792188699999995,17.27265684,119240,3,2,54,11,2,1,700,1
376470,1238105,0,2,101,6,0.447364647,0.48186160380000004,1.2233197809999998,765180,2,2,60,13,2,2,730,1
376487,1238129,2,4,544,3,2.118115332,24.12230655,25.59584903,2720,3,1,17,4,3,2,630,4
376520,1238164,4,5,404,5,4.579273086,7.597793497,23.81152782,87955,4,2,46,10,1,1,700,1
376561,1238197,1,1,544,2,3.860492507,19.14224135,21.33215924,9070,1,1,54,11,1,1,520,1
376567,1238202,1,4,106,7,2.883476465,0.9839323524,2.883476465,620675,1,1,48,10,1,1,1400,1
376569,1238202,1,4,106,7,2.883476465,0.9839323524,2.883476465,620675,2,2,43,9,1,1,800,1
376571,1238202,1,4,106,7,2.883476465,0.9839323524,2.883476465,620675,3,2,20,5,3,1,900,4
376597,1238219,1,2,114,2,15.88726252,9.379971201,20.96619558,51880,2,2,60,13,1,2,600,1
376658,1238246,1,5,117,1,7.789525386999999,3.624141259,12.427695830000001,145465,3,2,12,3,3,5,800,4
376662,1238246,1,5,117,1,7.789525386999999,3.624141259,12.427695830000001,145465,4,1,10,3,3,5,1300,4
376672,1238248,4,4,622,5,16.34279921,23.569875359999997,33.602531049999996,4695,3,1,23,5,3,1,1000,4
376668,1238248,4,4,622,5,16.34279921,23.569875359999997,33.602531049999996,4695,1,1,51,11,1,1,540,1
376692,1238253,0,3,107,2,2.6457285379999997,0.42287162489999996,7.672759674,756640,1,2,55,12,1,1,645,1
376733,1238285,2,2,131,5,1.55805926,12.98959604,21.87533751,99045,1,2,50,11,1,1,800,1
376753,1238317,1,2,111,4,6.2077267869999995,1.107869767,6.2077267869999995,608225,2,2,33,7,1,1,730,1
376856,1238412,2,4,132,4,4.9650666,15.01487642,25.65849695,28745,4,2,8,2,3,5,745,4
376869,1238448,2,4,405,6,1.676848964,10.12806728,22.66333811,12545,1,2,38,8,1,1,745,1
376920,1238481,2,3,543,2,4.392646684000001,18.31910959,20.50902747,28250,3,2,11,3,3,5,800,4
376918,1238481,2,3,543,2,4.392646684000001,18.31910959,20.50902747,28250,2,1,50,11,1,1,700,1
376939,1238502,2,4,136,8,5.812975288,16.59801278,27.24163331,29610,1,1,19,4,3,1,730,4
376961,1238518,1,4,107,4,1.727753185,0.7014436117,5.9682766460000005,810970,2,2,32,7,1,1,745,1
377026,1238555,1,4,108,3,3.93641026,2.271636895,12.45404972,528200,3,2,6,2,3,5,831,4
377024,1238555,1,4,108,3,3.93641026,2.271636895,12.45404972,528200,2,1,32,7,1,1,815,1
377029,1238556,1,1,107,2,1.427649974,0.3920966606,6.747831155,751180,1,2,61,13,2,1,1000,1
377055,1238580,2,4,132,4,5.196123065,15.734508700000001,26.37812923,58670,3,1,17,4,3,1,1000,4
377076,1238602,2,4,404,4,1.253830811,9.905938894999998,24.09819674,16425,4,2,10,3,3,5,715,4
377101,1238638,2,2,601,2,48.88848891,38.63468753,50.220911910000005,1345,1,2,61,13,1,1,605,1
377112,1238649,2,3,612,7,41.10272679,30.8489254,42.43514978,2545,1,2,30,7,1,1,800,1
377124,1238658,0,2,107,7,2.9325299599999997,0.4090076251,7.428602982,756640,2,1,18,4,3,2,800,4
377170,1238704,1,1,128,7,4.6992904840000005,3.686302978,10.39945677,82750,1,2,59,12,1,1,815,1
377187,1238712,2,3,661,3,5.69501233,39.43199216,55.6445772,820,2,2,45,10,1,1,700,1
377284,1238771,3,6,651,4,7.104108709,24.6454685,40.85805354,4430,3,1,16,4,3,2,830,4
377303,1238778,0,3,111,7,5.300158545,0.5675905338,5.300158545,697130,2,1,51,11,1,1,700,1
377339,1238793,1,4,134,3,7.046235271,18.623698670000003,29.182126970000002,645,3,2,5,2,3,5,800,4
377356,1238808,2,2,125,4,1.9788664900000001,4.978620463,10.119618580000001,417530,2,1,61,13,1,1,1200,1
377358,1238810,2,4,641,3,5.543533951000001,18.077870859999997,34.29045591,30515,1,2,34,7,1,1,710,1
377384,1238824,1,4,129,2,2.499659479,8.480657003000001,13.50224878,86610,2,1,23,5,3,2,730,4
377388,1238824,1,4,129,2,2.499659479,8.480657003000001,13.50224878,86610,4,2,15,4,3,5,815,4
377404,1238827,2,2,405,2,1.795256416,10.48181582,23.01708666,12545,1,2,52,11,2,1,1115,1
377436,1238861,1,3,107,2,2.958465471,0.4349431362,7.766038681,756640,2,2,29,6,3,1,1000,4
377434,1238861,1,3,107,2,2.958465471,0.4349431362,7.766038681,756640,1,1,44,9,1,1,600,1
377453,1238884,1,4,118,3,9.201111883,7.536338517,16.20483425,147155,1,1,42,9,1,1,700,1
377468,1238888,1,2,521,2,12.70764373,22.035078679999998,27.265785400000002,6750,2,1,51,11,1,1,1500,1
377531,1238913,3,4,624,1,20.34955518,26.59851799,36.63117368,7235,2,2,47,10,1,1,715,1
377559,1238930,2,4,661,5,2.760757497,36.959024060000004,53.17160911,6935,2,2,40,9,2,1,1100,1
377754,1239079,3,5,137,3,3.333343257,17.13581687,27.7794374,39210,3,1,13,3,3,5,715,4
377812,1239144,3,3,307,3,3.9677858120000002,10.63226182,15.27704496,68715,1,1,52,11,1,1,430,1
377902,1239226,1,1,129,2,2.6026878609999997,8.377628621,13.39922039,86610,1,1,29,6,1,1,1915,1
377932,1239284,1,6,116,3,10.465503629999999,1.387199173,12.076006750000001,493400,4,2,18,4,3,2,800,4
377988,1239324,3,4,108,6,1.440809778,0.5703730804,10.693654350000001,874435,4,2,53,11,1,1,700,1
377990,1239331,1,2,643,3,3.611908199,17.28335204,33.495937080000004,20930,1,2,45,10,1,1,830,1
378002,1239348,2,4,402,6,2.30985812,11.852694,25.334247759999997,31900,1,1,40,9,1,1,550,1
378041,1239419,0,5,110,2,6.5125369520000005,2.14588449,8.444023374,584940,1,1,40,9,1,2,545,1
378095,1239451,2,3,114,2,15.41864753,9.442366045,20.97231897,51880,1,2,27,6,1,1,700,4
378153,1239489,1,3,522,3,2.3250311900000002,20.072831129999997,25.30353785,40180,2,1,60,13,1,1,1300,1
378183,1239507,1,2,132,3,2.233963976,10.62045674,21.26407727,130395,2,2,44,9,1,1,830,1
378225,1239543,2,4,131,7,0.728747789,12.81462531,21.131975790000002,99045,4,1,11,3,3,5,700,4
378242,1239551,2,4,102,2,1.769274066,0.8158981218,1.769274066,695505,3,2,7,2,3,5,800,4
378308,1239598,4,3,611,6,31.640561870000003,21.38676048,32.97298486,18520,3,2,52,11,1,1,500,1
378352,1239670,2,4,110,4,6.8527044749999995,1.4049594090000002,6.8527044749999995,577475,2,2,47,10,1,1,615,1
378365,1239672,3,4,130,8,1.245764401,12.497407789999999,18.02793647,139805,4,1,19,4,3,1,800,4
378378,1239693,3,3,622,4,16.46764201,20.02711252,30.059768199999997,20590,3,1,50,11,1,1,1015,1
378392,1239703,1,2,110,2,5.940004637,1.6919097429999999,6.471334614000001,536575,2,1,50,11,1,1,600,1
378415,1239730,2,3,403,3,2.459673188,3.450765615,15.70949454,263410,2,2,13,3,3,5,710,4
378501,1239773,4,4,108,8,2.752419734,0.9754054671,10.88009896,699400,3,1,21,5,3,1,800,4
378503,1239773,4,4,108,8,2.752419734,0.9754054671,10.88009896,699400,4,1,21,5,3,1,745,4
378529,1239804,1,3,544,3,2.663220248,20.86926729,22.34280977,10995,2,1,10,3,3,5,730,4
378547,1239817,1,3,118,2,7.591354588,5.926581223,15.45849956,184660,2,1,37,8,1,1,700,1
378558,1239838,1,5,118,2,6.482193829,4.491237925,13.294792489999999,409735,3,2,6,2,3,5,700,4
378601,1239890,1,3,111,7,5.806002935,0.2909959017,5.806002935,764140,1,2,44,9,1,2,830,1
378632,1239914,1,2,106,7,2.860749385,0.9556683845999999,2.860749385,669655,1,2,55,12,1,1,800,1
378679,1239964,2,3,128,4,1.9823789509999998,4.295229941,11.1250273,266665,3,1,31,7,2,1,1630,1
378681,1239969,2,4,405,3,1.985876983,6.746431727999999,19.281702560000003,35980,1,2,54,11,1,1,715,1
378735,1240009,1,4,403,2,2.8956075059999997,3.056547677,16.145428850000002,245375,1,2,29,6,1,1,645,1
378761,1240016,1,1,128,2,2.05333211,3.811205206,10.760291460000001,256520,1,2,49,10,1,1,600,1
378776,1240044,3,3,407,7,4.93010474,4.025544238,16.27789395,133580,1,2,51,11,1,1,600,1
378806,1240066,2,3,302,5,8.62540043,6.176207636,11.77308482,53260,1,1,55,12,1,1,730,1
378826,1240078,2,3,632,4,1.782229028,18.91163122,32.75763005,17895,2,2,39,8,1,1,730,1
378840,1240090,1,3,107,3,3.349711074,0.9706547751000001,6.977990247,723025,2,2,14,3,3,5,730,4
378853,1240095,3,5,641,7,6.000605096,15.840179899999999,32.052764950000004,14440,2,2,20,5,3,1,700,4
378857,1240095,3,5,641,7,6.000605096,15.840179899999999,32.052764950000004,14440,4,1,15,4,3,5,700,4
378879,1240102,1,3,108,3,3.425196218,1.7604228530000001,12.037707560000001,603270,2,2,49,10,1,1,710,1
378941,1240166,1,1,405,2,2.7871618469999997,7.2285608439999995,19.76383168,35980,1,1,57,12,1,1,630,1
379009,1240257,1,4,105,3,2.181570071,0.6669334362,6.650024451999999,618850,1,2,18,4,3,2,715,4
379019,1240262,2,3,117,6,8.033812124,2.82456999,11.379957899999999,318570,2,2,32,7,3,1,615,4
379109,1240298,1,2,102,6,2.2017893049999997,0.33839615149999996,2.2017893049999997,850215,1,2,28,6,1,1,645,1
379131,1240305,2,2,403,2,7.579801327999999,5.955612584000001,20.82962268,80420,1,1,50,11,1,1,600,1
379154,1240316,2,2,623,4,23.734189569999998,24.636430540000003,34.66908622,7240,1,1,50,11,1,1,700,1
379174,1240330,1,3,111,2,6.9941039190000005,1.262553296,6.9941039190000005,459485,2,1,14,3,3,5,700,4
379168,1240330,1,3,111,2,6.9941039190000005,1.262553296,6.9941039190000005,459485,1,2,39,8,1,1,730,1
379181,1240333,1,3,623,2,27.55445761,28.45669858,38.48935426,7240,2,1,13,3,3,5,630,4
379203,1240353,1,2,524,7,3.747154869,30.50214522,35.73285194,4845,2,2,55,12,1,1,700,1
379226,1240387,2,3,621,2,17.07841616,17.865509539999998,27.89816523,9755,1,2,54,11,1,1,600,1
379247,1240398,1,2,301,4,3.8607036349999997,1.6282763740000001,7.225153561,492775,1,2,55,12,1,1,715,1
379266,1240423,2,2,521,3,11.198058080000001,20.51738511,25.74809183,6750,2,1,56,12,1,1,630,1
379309,1240452,2,5,662,6,14.817776949999999,44.80376182,61.01634687,550,5,2,6,2,3,5,745,4
379325,1240460,2,2,129,3,3.068214806,8.561096332,13.582688099999999,86610,1,2,54,11,1,1,745,1
379336,1240461,2,5,109,2,4.8877545719999995,0.7223704449,9.525925012,669910,3,1,17,4,3,1,730,4
379368,1240477,4,4,531,2,12.82320814,19.4912242,25.08810139,1450,1,2,49,10,1,1,600,1
379491,1240588,2,6,501,2,17.69747718,34.436429839999995,39.667136559999996,585,3,1,10,3,3,5,800,4
379493,1240588,2,6,501,2,17.69747718,34.436429839999995,39.667136559999996,585,4,1,9,2,3,5,800,4
379523,1240605,2,3,611,4,34.16375319,23.90995181,35.49617619,13540,3,1,9,2,3,5,715,4
379573,1240630,2,4,623,4,21.70534413,22.6075851,32.64024079,9085,1,2,47,10,2,1,900,1
379621,1240698,0,2,107,7,1.310381093,0.2133366668,6.555328117,877790,2,1,43,9,1,2,800,1
379649,1240751,0,2,111,2,7.404359993,1.069837447,7.404359993,558125,1,2,46,10,1,2,520,1
379682,1240759,0,7,106,1,3.320508507,0.5611876747,3.320508507,738585,6,2,6,2,3,5,730,4
379716,1240807,3,4,406,4,1.858644303,1.251610214,15.07599237,689550,3,2,22,5,3,1,900,4
379718,1240807,3,4,406,4,1.858644303,1.251610214,15.07599237,689550,3,2,22,5,3,1,1500,4
379732,1240814,2,5,532,4,20.71867761,18.99211222,24.42022971,5250,2,2,35,8,2,1,830,1
379747,1240821,1,1,302,2,3.7227713490000003,7.47041767,13.06729486,63575,1,2,50,11,1,1,815,1
379755,1240822,3,3,109,2,4.573142644,0.6526717869,9.211313082999999,786940,3,1,20,5,3,1,630,4
379765,1240833,2,2,611,7,32.08666964,21.832868259999998,33.41909264,3230,1,2,60,13,1,1,600,1
379791,1240837,2,3,106,5,4.844880698,1.6367507940000001,5.443750474000001,596905,3,1,23,5,3,1,1130,1
379807,1240847,2,4,119,2,1.067361901,1.49797513,11.96266121,431630,3,2,19,4,2,1,900,1
379809,1240847,2,4,119,2,1.067361901,1.49797513,11.96266121,431630,4,1,62,13,1,1,730,1
379813,1240850,1,4,127,7,4.9230225,0.6033543222,5.993967585,622805,2,1,42,9,1,1,800,1
379841,1240872,0,2,107,2,2.2404934159999996,0.4629056486,7.0920926170000005,753945,1,1,42,9,1,2,2125,1
379848,1240885,2,3,524,7,3.138242317,33.10599233,38.33669905,4845,1,2,35,8,1,1,830,1
379871,1240890,2,5,405,6,1.454255544,7.367919262,19.9031901,38415,2,2,44,9,1,1,645,1
379889,1240900,1,4,661,2,3.0907785199999998,37.28904509,53.501630129999995,28450,3,2,13,3,3,5,845,4
379920,1240944,1,4,406,8,4.068742177,2.419626845,18.63336116,212990,1,2,30,7,2,2,715,1
379929,1240944,1,4,406,8,4.068742177,2.419626845,18.63336116,212990,4,2,6,2,3,5,715,4
379951,1240954,1,5,302,3,2.712024407,7.408854610000001,12.976246880000001,53170,2,1,45,10,1,2,600,1
379987,1241005,3,4,623,4,19.223276140000003,22.73116322,32.763818910000005,5625,1,2,45,10,1,1,800,1
380010,1241008,2,5,306,7,5.540933773,8.963281888,13.33742115,67350,4,2,25,6,3,2,730,4
380038,1241056,1,2,105,2,0.5845930348,1.6923818320000001,6.536984118,571040,2,2,40,9,2,1,1600,1
380177,1241174,2,4,109,6,3.3193664,0.28069326990000004,7.7742189559999995,711290,4,1,12,3,3,5,735,4
380184,1241186,2,2,120,6,0.4517804787,1.747412142,7.334490152,700680,1,1,62,13,1,1,700,1
380201,1241198,2,3,622,4,7.2573768890000006,19.02971578,31.56498662,4165,3,1,12,3,3,5,830,4
380199,1241198,2,3,622,4,7.2573768890000006,19.02971578,31.56498662,4165,2,1,47,10,1,1,605,1
380207,1241225,2,4,521,7,12.4636136,21.79104854,27.02175527,8640,2,1,46,10,1,1,615,1
380219,1241228,1,3,105,2,2.569108849,0.5690697902,7.459174936999999,697100,3,1,45,10,1,1,700,1
380260,1241264,2,3,119,3,1.362733446,0.9482979606,10.95235194,591085,3,1,22,5,1,2,800,1
380307,1241308,2,4,406,4,3.751953681,7.451057903,19.98632874,44830,3,2,12,3,3,5,700,4
380345,1241363,1,5,611,3,30.700107759999998,20.446306380000003,32.03253076,18060,4,1,10,3,3,5,930,4
380357,1241374,3,3,404,2,4.528789238,9.432972503999999,25.64670682,87955,2,1,24,5,3,1,700,4
380410,1241392,3,5,521,7,14.13626087,23.46369581,28.69440254,2745,3,1,21,5,3,1,945,4
380422,1241393,4,4,661,5,5.448773187,39.647039750000005,55.8596248,5405,3,2,51,11,1,1,730,1
380460,1241442,2,2,407,8,6.694927039,5.110895507,16.09203806,107060,1,2,35,8,1,1,600,1
380480,1241452,3,3,623,2,17.81520747,22.47713272,32.50978841,25595,1,2,55,12,1,1,830,1
380484,1241452,3,3,623,2,17.81520747,22.47713272,32.50978841,25595,3,1,21,5,1,1,1100,1
380530,1241499,2,2,406,7,1.986759153,1.4515740430000001,13.82914825,577780,1,2,55,12,1,1,600,1
380624,1241588,2,2,523,7,2.111922822,26.90717808,32.1378848,16785,2,1,43,9,1,1,730,1
380640,1241593,2,2,524,2,4.762749001,30.59565671,35.82636343,7005,1,1,69,14,2,1,800,1
380656,1241605,1,1,110,4,6.131595978,0.985026937,6.131595978,577765,1,2,56,12,1,1,815,1
380675,1241620,1,5,103,5,3.0141933479999996,1.2982201930000001,5.196307972,623190,1,1,38,8,1,1,730,1
380690,1241628,2,4,531,2,13.03387859,17.96941146,23.566288649999997,295,2,1,39,8,1,1,730,1
380710,1241646,1,3,129,1,3.420844262,8.157511994,13.17910377,82100,3,2,5,2,3,5,805,4
380724,1241657,1,7,611,2,29.59188963,19.338088250000002,30.92431263,18060,5,1,7,2,3,5,805,4
380735,1241684,0,2,116,2,11.93251597,1.251901153,12.8405811,403190,1,2,52,11,1,2,650,1
380737,1241684,0,2,116,2,11.93251597,1.251901153,12.8405811,403190,2,1,15,4,3,5,830,4
380760,1241708,2,2,307,3,4.550623442,8.64597099,12.79670003,181315,1,2,59,12,1,1,710,1
380812,1241748,2,3,113,2,18.92870202,8.090034369,18.92870202,44120,1,1,54,11,1,1,800,1
380855,1241780,0,3,307,8,4.145759638,10.825401190000001,16.05610791,21545,3,2,5,2,3,5,745,4
380867,1241795,2,2,302,5,6.317983439,4.67339295,10.270270140000001,49710,2,1,47,10,1,1,715,1
380889,1241836,2,4,113,7,17.22346269,6.544446879,17.22346269,119240,2,1,53,11,1,1,430,1
380938,1241901,2,4,405,5,3.175078473,5.87794217,18.413213,88100,3,1,17,4,3,1,710,4
380983,1241959,2,4,117,4,8.482911421999999,4.317527295,12.83870906,130970,2,2,42,9,1,1,830,1
380985,1241959,2,4,117,4,8.482911421999999,4.317527295,12.83870906,130970,3,1,14,3,3,5,800,4
381046,1242009,2,4,116,6,11.140185240000001,4.737479864,15.05666373,111495,4,2,6,2,3,5,730,4
381139,1242062,1,2,532,7,22.495354340000002,20.768788949999998,26.19690644,14190,2,2,50,11,1,1,500,1
381170,1242081,1,4,117,1,9.976172465,4.968894537,14.33093774,146820,4,1,50,11,1,1,1500,1
381223,1242103,3,5,302,3,3.527901252,6.652689351,12.22008162,55545,1,2,21,5,1,1,730,1
381246,1242128,4,5,611,7,31.62896404,21.37516266,32.96138704,21660,5,1,18,4,3,1,1630,1
381244,1242128,4,5,611,7,31.62896404,21.37516266,32.96138704,21660,5,1,18,4,3,1,850,4
381297,1242170,2,3,130,4,1.097842108,13.272922000000001,18.803450669999997,139805,2,1,53,11,1,1,800,1
381344,1242214,1,2,124,3,3.567130885,0.8003980589,8.393749519,639045,2,1,67,14,1,1,1100,1
381387,1242256,3,4,308,8,6.864326361000001,9.417368417,11.6072863,37540,1,1,25,6,2,1,630,1
381407,1242270,2,4,531,3,13.41398644,17.634008870000002,23.230886050000002,295,3,1,8,2,3,5,800,4
381483,1242354,1,1,524,4,0.6954936613999999,32.0327368,37.15544731000001,2840,1,1,56,12,1,1,630,1
381525,1242423,3,5,404,2,7.203972558999999,9.51556123,25.18581642,48930,3,1,18,4,3,1,1030,4
381519,1242423,3,5,404,2,7.203972558999999,9.51556123,25.18581642,48930,1,2,39,8,1,1,555,1
381523,1242423,3,5,404,2,7.203972558999999,9.51556123,25.18581642,48930,2,1,51,11,1,1,1330,1
381571,1242454,2,5,117,8,8.641579473,3.553667737,12.980739009999999,347220,5,1,8,2,3,5,700,4
381592,1242467,1,2,120,4,0.5646631272,1.580420625,6.315007516,700680,2,2,19,4,3,1,815,4
381648,1242512,4,5,511,2,30.64681723,38.31424849,42.01639694,9130,2,2,46,10,1,1,630,1
381704,1242581,2,4,105,6,2.550869205,0.3354079333,5.936594417999999,744755,1,2,52,11,1,1,810,1
381775,1242665,1,2,106,4,3.738436262,0.6661187966,3.738436262,800440,1,2,36,8,1,1,800,1
381901,1242749,2,2,612,4,40.501546170000005,30.24774478,41.83396916,385,2,1,59,12,1,1,630,1
381944,1242802,2,4,134,7,8.995005255,20.57246866,31.130896959999998,1510,2,1,42,9,1,1,700,1
